,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Position
982,231512,Lloyd Kelly,21,England,69,80,Bournemouth,1600000.0,5000.0,Left,Defender
985,189157,Yannick Bolasie,31,DR Congo,75,75,Everton,6000000.0,68000.0,Right,Striker
988,225719,Kelechi Iheanacho,23,Nigeria,74,80,Leicester City,8000000.0,56000.0,Left,Striker
993,212300,Jack O'Connell,26,England,78,82,Sheffield United,12000000.0,36000.0,Left,Defender
995,192638,Marcos Alonso Mendoza,29,Spain,81,81,Chelsea,14500000.0,96000.0,Left,Defender
998,217731,Sandro Ramírez Castillo,24,Spain,73,77,Everton,5500000.0,51000.0,Right,Striker
1008,236276,Arnaut Danjuma Groeneveld,23,Netherlands,75,80,Bournemouth,9000000.0,14000.0,Right,Striker
1021,178088,Juan Manuel Mata García,32,Spain,79,79,Manchester United,10000000.0,110000.0,Left,Midfielder
1022,212100,Max Lowe,23,England,72,81,Sheffield United,4300000.0,19000.0,Left,Defender
1023,243019,Tudor Băluță,21,Romania,71,82,Brighton & Hove Albion,3800000.0,21000.0,Right,Midfielder
1035,251198,Ellis Simms,19,England,63,81,Everton,800000.0,9000.0,Right,Striker
1061,194957,Phil Jones,28,England,75,75,Manchester United,6000000.0,79000.0,Right,Defender
1070,212419,Tyrone Mings,27,England,75,78,Aston Villa,7000000.0,44000.0,Left,Defender
1074,244269,Filip Benković,22,Croatia,74,81,Leicester City,7000000.0,46000.0,Right,Defender
1085,218659,Matt Targett,24,England,76,81,Aston Villa,9000000.0,40000.0,Left,Defender
1086,185195,Odion Ighalo,31,Nigeria,77,77,Manchester United,8000000.0,100000.0,Right,Striker
1091,138412,James Milner,34,England,80,80,Liverpool,7000000.0,94000.0,Right,Midfielder
1096,184826,Adrien S. Perruchet Silva,31,Portugal,76,76,Leicester City,6500000.0,66000.0,Right,Midfielder
1097,205989,Calum Chambers,25,England,75,80,Arsenal,8000000.0,55000.0,Right,Defender
1098,228174,Cameron Carter-Vickers,22,United States,68,80,Tottenham Hotspur,1500000.0,22000.0,Right,Defender
1099,220633,Demarai Gray,24,England,75,79,Leicester City,8500000.0,55000.0,Right,Midfielder
1102,245226,Gonçalo Bento Soares Cardoso,19,Portugal,66,78,West Ham United,1000000.0,5000.0,Left,Defender
1105,210881,John McGinn,25,Scotland,76,81,Aston Villa,10000000.0,49000.0,Left,Midfielder
1107,207993,Sead Kolašinac,27,Bosnia Herzegovina,78,79,Arsenal,10500000.0,69000.0,Left,Defender
1109,186942,İlkay Gündoğan,29,Germany,83,83,Manchester City,25000000.0,160000.0,Right,Midfielder
1116,228332,Hamza Choudhury,22,England,74,79,Leicester City,7000000.0,46000.0,Right,Midfielder
1117,197061,Joel Matip,28,Cameroon,83,84,Liverpool,25500000.0,115000.0,Right,Defender
1118,224294,Lewis Cook,23,England,75,80,Bournemouth,9000000.0,13000.0,Right,Midfielder
1122,254588,Billy Koumetio,17,France,56,76,Liverpool,170000.0,500.0,Left,Defender
1129,178372,Branislav Ivanović,36,Serbia,80,80,West Bromwich Albion,3000000.0,61000.0,Right,Defender
1131,178509,Olivier Giroud,33,France,79,79,Chelsea,8000000.0,96000.0,Left,Striker
1143,254529,Cody Drameh,18,England,61,81,Leeds United,475000.0,4000.0,Right,Defender
1147,220407,Martin Dúbravka,31,Slovakia,83,83,Newcastle United,16500000.0,47000.0,Right,Goalkeeper
1161,227927,Kyle Walker-Peters,23,England,75,80,Southampton,8000000.0,36000.0,Right,Defender
1173,212150,Max Meyer,24,Germany,76,79,Crystal Palace,10000000.0,42000.0,Right,Midfielder
1178,212491,Arthur Masuaku,26,DR Congo,77,79,West Ham United,9500000.0,37000.0,Left,Defender
1180,180818,David McGoldrick,32,Republic of Ireland,74,74,Sheffield United,4500000.0,33000.0,Right,Striker
1187,246685,Leif Davis,20,England,64,77,Leeds United,800000.0,12000.0,Left,Defender
1196,202695,James Tarkowski,27,England,80,81,Burnley,15000000.0,59000.0,Right,Defender
1197,150724,Joe Hart,33,England,75,75,Tottenham Hotspur,3600000.0,50000.0,Right,Goalkeeper
1213,200855,George Baldock,27,England,77,78,Sheffield United,9000000.0,33000.0,Right,Defender
1218,228813,Aleix García Serrano,23,Spain,73,80,Manchester City,5500000.0,65000.0,Right,Midfielder
1219,199652,Dennis Praet,26,Belgium,76,78,Leicester City,9000000.0,66000.0,Right,Midfielder
1220,189461,Jack Wilshere,28,England,76,76,West Ham United,7500000.0,39000.0,Left,Midfielder
1226,212883,Daniel Amartey,25,Ghana,73,76,Leicester City,4400000.0,47000.0,Right,Defender
1230,188988,Manuel Lanzini,27,Argentina,78,79,West Ham United,12000000.0,43000.0,Right,Midfielder
1239,206115,Isaac Hayden,25,England,77,80,Newcastle United,10000000.0,35000.0,Right,Midfielder
1246,172962,Victor Moses,29,Nigeria,78,78,Chelsea,10000000.0,84000.0,Right,Midfielder
1249,210047,Fabian Schär,28,Switzerland,78,80,Newcastle United,10500000.0,41000.0,Right,Defender
1251,203487,Jamaal Lascelles,26,England,77,81,Newcastle United,10000000.0,37000.0,Right,Defender
1252,200478,Jeff Hendrick,28,Republic of Ireland,75,75,Newcastle United,6500000.0,37000.0,Right,Midfielder
1257,220714,Philip Billing,24,Denmark,75,81,Bournemouth,9000000.0,13000.0,Left,Midfielder
1261,169595,Danny Rose,29,England,79,79,Tottenham Hotspur,10500000.0,85000.0,Left,Defender
1277,200746,John Lundstram,26,England,76,78,Sheffield United,9000000.0,34000.0,Right,Midfielder
1280,233050,Matt Smith,20,Wales,66,78,Manchester City,1100000.0,20000.0,Right,Midfielder
1300,234679,Philippe Sandler,23,Netherlands,69,77,Manchester City,1400000.0,34000.0,Right,Defender
1307,202541,Jose Ignacio Peleteiro Ramallo,29,Spain,72,72,Aston Villa,3000000.0,41000.0,Left,Striker
1315,243640,Ethan Galbraith,19,Northern Ireland,63,81,Manchester United,750000.0,8000.0,Right,Midfielder
1319,189615,Aaron Cresswell,30,England,77,77,West Ham United,7000000.0,37000.0,Left,Defender
1323,192546,Enda Stevens,29,Republic of Ireland,78,78,Sheffield United,8500000.0,37000.0,Left,Defender
1329,226078,Mahmoud Hassan,25,Egypt,75,76,Aston Villa,8000000.0,50000.0,Right,Striker
1345,199767,Marco van Ginkel,27,Netherlands,75,76,Chelsea,7500000.0,67000.0,Right,Midfielder
1346,192227,Shkodran Mustafi,28,Germany,78,80,Arsenal,10500000.0,72000.0,Right,Defender
1350,210972,Javier Manquillo Gaitán,26,Spain,76,79,Newcastle United,8500000.0,34000.0,Right,Defender
1358,204936,John Egan,27,Republic of Ireland,78,80,Sheffield United,11000000.0,36000.0,Right,Defender
1360,163587,Kasper Schmeichel,33,Denmark,84,84,Leicester City,17000000.0,90000.0,Right,Goalkeeper
1368,219536,Ignacio Pussetto,24,Argentina,74,80,Watford,8000000.0,16000.0,Right,Striker
1377,257793,Rico Richards,16,England,54,80,West Bromwich Albion,150000.0,1000.0,Left,Midfielder
1388,206594,Solly March,25,England,75,76,Brighton & Hove Albion,8000000.0,46000.0,Left,Defender
1391,186132,Danny Drinkwater,30,England,73,73,Chelsea,3700000.0,57000.0,Right,Midfielder
1400,221618,Lys Mousset,24,France,74,78,Sheffield United,7500000.0,29000.0,Right,Striker
1413,202849,Jannik Vestergaard,27,Denmark,77,78,Southampton,9000000.0,48000.0,Right,Defender
1422,233201,Chris Mepham,22,Wales,73,81,Bournemouth,5500000.0,10000.0,Right,Defender
1423,227222,Frédéric Guilbert,25,France,76,81,Aston Villa,9000000.0,44000.0,Right,Defender
1424,217699,Islam Slimani,32,Algeria,77,77,Leicester City,7000000.0,77000.0,Right,Striker
1428,207616,Adam Webster,25,England,75,79,Brighton & Hove Albion,7500000.0,42000.0,Right,Defender
1432,213991,Jefferson Lerma,25,Colombia,77,80,Bournemouth,10000000.0,14000.0,Right,Midfielder
1449,155946,Robert Snodgrass,32,Scotland,77,77,West Ham United,7000000.0,40000.0,Left,Midfielder
1453,172879,Sokratis Papastathopoulos,32,Greece,79,79,Arsenal,8000000.0,76000.0,Right,Defender
1473,241842,Ben Johnson,20,England,62,78,West Ham United,625000.0,4000.0,Right,Defender
1490,245903,Harvey White,18,England,60,80,Tottenham Hotspur,400000.0,3000.0,Left,Midfielder
1496,238958,Rekeem Harper,20,England,67,79,West Bromwich Albion,1300000.0,18000.0,Right,Midfielder
1499,192991,Cenk Tosun,29,Turkey,75,75,Everton,6500000.0,71000.0,Right,Striker
1503,183855,Angelo Ogbonna,32,Italy,77,77,West Ham United,5500000.0,37000.0,Left,Defender
1515,206518,Callum Robinson,25,Republic of Ireland,72,76,West Bromwich Albion,4100000.0,52000.0,Right,Striker
1517,225539,Dominic Solanke,22,England,69,77,Bournemouth,1600000.0,7000.0,Right,Striker
1526,209620,Abdul Rahman Baba,25,Ghana,75,78,Chelsea,7500000.0,58000.0,Left,Defender
1534,205186,Paulo Gazzaniga,28,Argentina,77,80,Tottenham Hotspur,8000000.0,59000.0,Right,Goalkeeper
1537,201118,Cédric Ricardo Alves Soares,28,Portugal,76,76,Arsenal,6500000.0,63000.0,Right,Defender
1539,237704,João Manuel Neves Virgínia,20,Portugal,63,76,Everton,575000.0,6000.0,Left,Goalkeeper
1550,230988,Filip Krovinović,24,Croatia,73,78,West Bromwich Albion,5500000.0,50000.0,Right,Midfielder
1555,205346,Ryan Fredericks,27,England,76,77,West Ham United,7500000.0,34000.0,Right,Defender
1565,169588,Jonny Evans,32,Northern Ireland,80,80,Leicester City,9500000.0,80000.0,Right,Defender
1588,240947,Tyrick Mitchell,20,England,64,77,Crystal Palace,800000.0,7000.0,Left,Defender
1596,199915,Lewis Dunk,28,England,78,80,Brighton & Hove Albion,10500000.0,55000.0,Right,Defender
1612,201862,Marcos Rojo,30,Argentina,75,75,Manchester United,5500000.0,75000.0,Left,Defender
1613,240926,Nathaniel Phillips,23,England,68,75,Liverpool,1100000.0,22000.0,Right,Defender
1623,182836,Andy Carroll,31,England,74,74,Newcastle United,5000000.0,36000.0,Left,Striker
1624,210985,Ben Osborn,25,England,74,77,Sheffield United,6000000.0,26000.0,Left,Defender
1643,207650,Emil Krafth,25,Sweden,74,77,Newcastle United,6000000.0,29000.0,Right,Defender
1649,200765,Muhamed Bešić,27,Bosnia Herzegovina,70,70,Everton,1800000.0,36000.0,Right,Midfielder
1652,200443,Barry Douglas,30,Scotland,72,72,Leeds United,2500000.0,53000.0,Left,Defender
1675,247351,Mateusz Bogusz,18,Poland,60,77,Leeds United,425000.0,4000.0,Right,Midfielder
1678,241651,Viktor Gyökeres,22,Sweden,67,78,Brighton & Hove Albion,1300000.0,15000.0,Right,Midfielder
1681,208004,Joël Veltman,28,Netherlands,77,77,Brighton & Hove Albion,8000000.0,52000.0,Right,Defender
1690,183427,Fabian Delph,30,England,77,77,Everton,7500000.0,64000.0,Left,Midfielder
1704,239360,Pascal Struijk,20,Netherlands,62,75,Leeds United,550000.0,10000.0,Left,Defender
1715,189165,Jonjo Shelvey,28,England,77,77,Newcastle United,9000000.0,42000.0,Right,Midfielder
1734,213407,Matt Macey,25,England,65,70,Arsenal,525000.0,12000.0,Right,Goalkeeper
1742,235405,Dara O'Shea,21,Republic of Ireland,68,78,West Bromwich Albion,1300000.0,18000.0,Right,Defender
1746,231406,Kyle Edwards,22,England,68,75,West Bromwich Albion,1300000.0,24000.0,Right,Midfielder
1747,198719,Nathan Redmond,26,England,78,79,Southampton,12000000.0,55000.0,Right,Midfielder
1748,186190,Patrick van Aanholt,29,Netherlands,77,77,Crystal Palace,7500000.0,50000.0,Left,Defender
1753,240913,Caoimhin Kelleher,21,Republic of Ireland,61,75,Liverpool,475000.0,6000.0,Right,Goalkeeper
1754,204233,Charly Musonda,23,Belgium,73,79,Chelsea,5500000.0,50000.0,Right,Midfielder
1770,199027,Jack Robinson,26,England,70,71,Sheffield United,1800000.0,17000.0,Left,Defender
1779,206516,Will Hughes,25,England,76,79,Watford,9500000.0,18000.0,Left,Midfielder
1781,205601,Christian Atsu,28,Ghana,74,74,Newcastle United,5500000.0,34000.0,Left,Midfielder
1791,237328,Nathan Tella,20,England,61,74,Southampton,475000.0,7000.0,Right,Striker
1797,247623,Jeremy Ngakia,19,England,65,78,Watford,925000.0,2000.0,Right,Defender
1821,231743,Keinan Davis,22,England,68,77,Aston Villa,1400000.0,19000.0,Left,Striker
1832,228768,Alexandre Costa Silva,23,Portugal,65,73,West Ham United,800000.0,9000.0,Right,Striker
1836,228229,Fabián Balbuena,28,Paraguay,75,76,West Ham United,6500000.0,34000.0,Right,Defender
1849,152879,Mark Noble,33,England,75,75,West Ham United,3900000.0,36000.0,Right,Midfielder
1857,246137,Kayne Ramsay,19,England,62,77,Southampton,600000.0,4000.0,Right,Defender
1861,216325,Angus Gunn,24,England,74,78,Southampton,5500000.0,26000.0,Right,Goalkeeper
1871,190765,Pascal Groß,29,Germany,77,77,Brighton & Hove Albion,8500000.0,57000.0,Right,Midfielder
1874,173373,Sergio Romero,33,Argentina,80,80,Manchester United,8000000.0,85000.0,Right,Goalkeeper
1875,180819,Adam Lallana,32,England,77,77,Brighton & Hove Albion,6500000.0,54000.0,Right,Midfielder
1902,216433,Anwar El Ghazi,25,Netherlands,75,78,Aston Villa,8500000.0,50000.0,Right,Striker
1915,222994,Marvelous Nakamba,26,Zimbabwe,75,78,Aston Villa,7500000.0,44000.0,Left,Midfielder
1920,177644,Francisco Casilla Cortés,33,Spain,74,74,Leeds United,3000000.0,53000.0,Right,Goalkeeper
1926,194794,Andriy Yarmolenko,30,Ukraine,77,77,West Ham United,8500000.0,40000.0,Left,Midfielder
1936,232284,Mark Travers,21,Republic of Ireland,66,79,Bournemouth,1000000.0,2000.0,Right,Goalkeeper
1937,186395,Matt Ritchie,30,Scotland,77,77,Newcastle United,8500000.0,40000.0,Left,Midfielder
1945,164835,Łukasz Fabiański,35,Poland,81,81,West Ham United,4800000.0,26000.0,Right,Goalkeeper
1948,232805,Bernardo Fernandes,25,Brazil,74,77,Brighton & Hove Albion,6000000.0,39000.0,Left,Defender
1951,192123,Chris Wood,28,New Zealand,78,78,Burnley,10500000.0,62000.0,Right,Striker
1961,199005,Mathew Ryan,28,Australia,80,82,Brighton & Hove Albion,13000000.0,53000.0,Right,Goalkeeper
1974,221269,Jaïro Riedewald,23,Netherlands,71,74,Crystal Palace,2700000.0,24000.0,Left,Defender
1980,210828,Björn Engels,25,Belgium,74,79,Aston Villa,6500000.0,39000.0,Right,Defender
1986,194911,Adrián San Miguel Castillo,33,Spain,76,76,Liverpool,4200000.0,52000.0,Right,Goalkeeper
1997,236325,Jake Vokins,20,England,62,76,Southampton,625000.0,6000.0,Left,Defender
2001,210635,Kortney Hause,24,England,72,78,Aston Villa,3800000.0,29000.0,Left,Defender
2011,252794,Adrián Bernabé García,19,Spain,61,77,Manchester City,550000.0,9000.0,Left,Midfielder
2013,229091,Bailey Peacock-Farrell,23,Northern Ireland,69,77,Burnley,1200000.0,14000.0,Left,Goalkeeper
2031,247622,Bernardo Costa da Rosa,19,Brazil,55,69,West Ham United,170000.0,3000.0,Right,Midfielder
2039,215871,Alireza Jahanbakhsh,26,Iran,74,74,Brighton & Hove Albion,6000000.0,49000.0,Right,Striker
2049,189177,John Fleck,28,Scotland,77,77,Sheffield United,9000000.0,38000.0,Left,Midfielder
2058,203399,Ouasim Bouy,27,Netherlands,61,62,Leeds United,250000.0,13000.0,Left,Defender
2067,184111,Christian Benteke,29,Belgium,72,72,Crystal Palace,3100000.0,39000.0,Right,Striker
2081,183285,Mamadou Sakho,30,France,76,76,Crystal Palace,6000000.0,44000.0,Left,Defender
2103,194932,Andros Townsend,28,England,77,77,Crystal Palace,9000000.0,54000.0,Left,Midfielder
2105,238062,Beni Baningime,21,DR Congo,67,77,Everton,1100000.0,15000.0,Right,Midfielder
2125,202282,Stuart Armstrong,28,Scotland,76,76,Southampton,8000000.0,50000.0,Right,Midfielder
2128,216774,Wesley Hoedt,26,Netherlands,75,78,Southampton,7500000.0,42000.0,Left,Defender
2149,243044,Nnamdi Ofoborh,20,Nigeria,65,77,Bournemouth,900000.0,3000.0,Right,Midfielder
2170,221282,Jack Stacey,24,England,73,78,Bournemouth,4700000.0,10000.0,Right,Defender
2172,236344,Jayson Molumby,20,Republic of Ireland,67,79,Brighton & Hove Albion,1300000.0,13000.0,Right,Midfielder
2178,190456,Nathaniel Clyne,28,England,76,76,Liverpool,6500000.0,67000.0,Right,Defender
2198,236239,Alfie Whiteman,21,England,63,74,Tottenham Hotspur,500000.0,7000.0,Right,Goalkeeper
2208,254470,Luke Thomas,19,England,62,78,Leicester City,600000.0,6000.0,Left,Defender
2215,234249,Sam Surridge,21,England,66,75,Bournemouth,1000000.0,4000.0,Right,Striker
2221,189682,Ben Mee,30,England,79,79,Burnley,10000000.0,56000.0,Left,Defender
2232,186143,Oliver Norwood,29,Northern Ireland,77,77,Sheffield United,8500000.0,38000.0,Right,Midfielder
2241,240786,Ali Koiki,20,England,62,74,Burnley,500000.0,6000.0,Left,Defender
2245,225018,Florin Andone,27,Romania,74,75,Brighton & Hove Albion,6500000.0,49000.0,Right,Striker
2250,230561,Jay-Roy Grot,22,Netherlands,64,71,Leeds United,625000.0,18000.0,Right,Striker
2264,199576,Oriol Romeu Vidal,28,Spain,75,75,Southampton,6000000.0,44000.0,Right,Midfielder
2298,163050,Billy Sharp,34,England,73,73,Sheffield United,2100000.0,30000.0,Right,Striker
2314,205897,Nathaniel Chalobah,25,England,74,78,Watford,6500000.0,15000.0,Right,Midfielder
2318,222513,Rolando Aarons,24,England,70,74,Newcastle United,2300000.0,18000.0,Left,Midfielder
2321,183125,Troy Deeney,32,England,76,76,Watford,6000000.0,21000.0,Right,Striker
2327,238389,Ben Wilmot,20,England,66,80,Watford,1300000.0,4000.0,Right,Defender
2336,246874,Robbie Gotts,20,England,61,76,Leeds United,550000.0,10000.0,Right,Midfielder
2342,206085,Jacob Murphy,25,England,71,73,Newcastle United,2900000.0,25000.0,Right,Striker
2347,216791,Matthew Pennington,25,England,67,72,Everton,900000.0,19000.0,Right,Defender
2352,169705,Ryan Bertrand,30,England,78,78,Southampton,8000000.0,50000.0,Left,Defender
2354,233957,Sam Field,22,England,67,78,West Bromwich Albion,1200000.0,19000.0,Left,Midfielder
2355,136113,Wes Morgan,36,Jamaica,73,73,Leicester City,800000.0,35000.0,Right,Defender
2360,163155,Ben Foster,37,England,79,79,Watford,1300000.0,12000.0,Left,Goalkeeper
2365,186146,Danny Welbeck,29,England,74,74,Watford,5500000.0,19000.0,Right,Striker
2375,222634,Isaac Success,24,Nigeria,71,77,Watford,3300000.0,12000.0,Right,Striker
2402,189280,Ashley Westwood,30,England,78,78,Burnley,8500000.0,50000.0,Right,Midfielder
2410,198032,Dan Burn,28,England,75,76,Brighton & Hove Albion,6500000.0,46000.0,Left,Defender
2418,218660,Josh Sims,23,England,70,78,Southampton,2600000.0,23000.0,Left,Midfielder
2426,207952,Semi Ajayi,26,Nigeria,73,76,West Bromwich Albion,4400000.0,52000.0,Right,Defender
2438,223877,Darnell Furlong,24,England,71,76,West Bromwich Albion,2800000.0,35000.0,Right,Defender
2442,246923,Jacob Ramsey,19,England,55,75,Aston Villa,170000.0,4000.0,Right,Midfielder
2445,213750,Ken Sema,26,Sweden,73,73,Watford,4300000.0,15000.0,Left,Midfielder
2446,245906,Malachi Fagan-Walcott,18,England,60,83,Tottenham Hotspur,450000.0,3000.0,Right,Defender
2459,193849,Conor Hourihane,29,Republic of Ireland,75,75,Aston Villa,6500000.0,50000.0,Left,Midfielder
2461,197756,Jordan Ayew,28,Ghana,77,77,Crystal Palace,9000000.0,59000.0,Right,Striker
2477,184274,Chris Basham,31,England,77,77,Sheffield United,6500000.0,33000.0,Right,Defender
2488,243767,Gavin Kilkenny,20,Republic of Ireland,59,74,Bournemouth,350000.0,2000.0,Right,Midfielder
2500,220932,Lovre Kalinić,30,Croatia,75,75,Aston Villa,4500000.0,36000.0,Left,Goalkeeper
2501,206304,Luka Milivojević,29,Serbia,79,79,Crystal Palace,11000000.0,58000.0,Right,Midfielder
2507,210372,Rachid Ghezzal,28,Algeria,73,73,Leicester City,4000000.0,60000.0,Left,Striker
2527,206561,Christian Walton,24,England,72,80,Brighton & Hove Albion,3500000.0,22000.0,Left,Goalkeeper
2536,220659,Josh Brownhill,24,England,72,78,Burnley,4200000.0,30000.0,Right,Midfielder
2542,183130,Marc Albrighton,30,England,76,76,Leicester City,7500000.0,66000.0,Right,Midfielder
2565,241036,George Marsh,21,England,62,74,Tottenham Hotspur,500000.0,8000.0,Right,Midfielder
2569,247764,Kyle John,19,England,62,75,Everton,525000.0,6000.0,Right,Defender
2577,246950,Ryan Astley,18,Wales,59,78,Everton,300000.0,3000.0,Right,Defender
2586,205670,Dwight Gayle,29,England,74,74,Newcastle United,5500000.0,37000.0,Right,Striker
2589,189860,Francisco Femenía Far,29,Spain,76,76,Watford,6500000.0,18000.0,Right,Defender
2590,172203,Fraser Forster,32,England,76,76,Southampton,4700000.0,36000.0,Right,Goalkeeper
2606,139062,Willy Caballero,38,Argentina,75,75,Chelsea,675000.0,32000.0,Right,Goalkeeper
2636,206075,Sam Johnstone,27,England,75,79,West Bromwich Albion,6000000.0,50000.0,Right,Goalkeeper
2638,193910,Adam Forshaw,28,England,70,70,Leeds United,1600000.0,43000.0,Right,Midfielder
2640,204760,Charlie Taylor,26,England,77,78,Burnley,9000000.0,48000.0,Left,Defender
2641,190324,Christian Kabasele,29,Belgium,76,77,Watford,7500000.0,18000.0,Right,Defender
2644,191076,Jóhann Berg Guðmundsson,29,Iceland,77,77,Burnley,8500000.0,54000.0,Left,Midfielder
2658,235458,Cédric Kipré,23,Ivory Coast,68,76,West Bromwich Albion,1200000.0,22000.0,Right,Defender
2661,201988,Federico Fernández,31,Argentina,77,77,Newcastle United,6500000.0,37000.0,Right,Defender
2663,248465,Ian Maatsen,17,Netherlands,58,80,Chelsea,250000.0,550.0,Left,Defender
2685,204355,Paul Dummett,28,Wales,75,76,Newcastle United,6500000.0,34000.0,Left,Defender
2695,243048,Will Dennis,19,England,57,72,Bournemouth,190000.0,700.0,Right,Goalkeeper
2700,172937,Glenn Murray,36,England,74,74,Watford,2000000.0,14000.0,Right,Striker
2702,172553,Jonas Lössl,31,Denmark,73,73,Everton,2600000.0,40000.0,Right,Goalkeeper
2715,245035,Claudio Gomes,19,France,65,78,Manchester City,950000.0,11000.0,Right,Midfielder
2717,193158,Davy Pröpper,28,Netherlands,76,76,Brighton & Hove Albion,7500000.0,53000.0,Right,Midfielder
2720,220414,Diego Rico Salguero,27,Spain,77,78,Bournemouth,9000000.0,15000.0,Left,Defender
2725,245907,Jamie Bowden,18,Republic of Ireland,60,80,Tottenham Hotspur,400000.0,3000.0,Right,Midfielder
2736,238060,Nathan Trott,21,England,61,74,West Ham United,400000.0,3000.0,Left,Goalkeeper
2746,255305,Brandon Pierrick,18,England,59,78,Crystal Palace,325000.0,3000.0,Right,Midfielder
2773,200759,Jeffrey Schlupp,27,Ghana,74,74,Crystal Palace,6000000.0,43000.0,Left,Midfielder
2781,53914,Phil Jagielka,37,England,72,72,Sheffield United,625000.0,16000.0,Right,Defender
2796,257534,Cole Palmer,18,England,56,77,Manchester City,200000.0,5000.0,Left,Midfielder
2840,183465,Jack Rodwell,29,England,67,67,Sheffield United,650000.0,11000.0,Right,Defender
2841,202697,Jack Stephens,26,England,75,79,Southampton,7500000.0,42000.0,Right,Defender
2878,194138,Andre Gray,29,England,74,74,Watford,5500000.0,19000.0,Right,Striker
2881,139313,Christian Fuchs,34,Austria,73,73,Leicester City,1400000.0,49000.0,Left,Defender
2891,235156,Jimmy Dunne,22,Republic of Ireland,67,73,Burnley,950000.0,13000.0,Right,Defender
2893,193331,Karl Darlow,29,England,73,75,Newcastle United,3400000.0,24000.0,Right,Goalkeeper
2900,240981,Max Sanders,21,England,59,73,Brighton & Hove Albion,350000.0,6000.0,Right,Midfielder
2903,192495,Romaine Sawyers,28,Saint Kitts and Nevis,73,73,West Bromwich Albion,4000000.0,59000.0,Right,Midfielder
2922,233047,Joel Latibeaudiere,20,England,64,75,Manchester City,700000.0,14000.0,Right,Defender
2930,231600,Marc Navarro Ceciliano,24,Spain,73,78,Watford,4700000.0,12000.0,Right,Defender
2957,169216,Shane Long,33,Republic of Ireland,74,74,Southampton,3500000.0,47000.0,Right,Striker
2999,195671,Charlie Austin,30,England,72,72,West Bromwich Albion,3000000.0,55000.0,Right,Striker
3003,183256,Henri Saivet,29,Senegal,66,66,Newcastle United,625000.0,11000.0,Right,Midfielder
3026,243817,Elias Sørensen,20,Denmark,59,73,Newcastle United,350000.0,5000.0,Right,Striker
3058,194806,Craig Dawson,30,England,74,74,Watford,4600000.0,15000.0,Right,Defender
3062,186115,Kieran Gibbs,30,England,75,75,West Bromwich Albion,5500000.0,61000.0,Left,Defender
3064,198039,Mark Gillespie,28,England,71,74,Newcastle United,2100000.0,19000.0,Right,Goalkeeper
3106,237683,Nathan Holland,22,England,64,75,West Ham United,775000.0,8000.0,Right,Striker
3108,237825,Nya Kirby,20,England,60,76,Crystal Palace,450000.0,6000.0,Right,Midfielder
3114,248474,Tino Anjorin,17,England,58,80,Chelsea,275000.0,2000.0,Right,Midfielder
3120,182178,Gaetano Berardi,31,Switzerland,70,70,Leeds United,1300000.0,41000.0,Right,Defender
3131,157804,Scott Carson,34,England,70,70,Manchester City,775000.0,37000.0,Right,Goalkeeper
3135,185427,Ørjan Nyland,29,Norway,72,72,Aston Villa,2200000.0,29000.0,Right,Goalkeeper
3169,247507,Paul Glatzel,18,Germany,60,80,Liverpool,425000.0,5000.0,Left,Striker
3181,207998,Danny Ward,27,Wales,74,75,Leicester City,4600000.0,43000.0,Right,Goalkeeper
3182,195086,Dejan Lovren,29,Croatia,80,80,Liverpool,12500000.0,90000.0,Right,Defender
3197,163264,Tom Heaton,34,England,78,78,Aston Villa,4500000.0,43000.0,Right,Goalkeeper
3203,229163,Callum Slattery,21,England,60,73,Southampton,400000.0,6000.0,Right,Midfielder
3228,242946,Oladapo Afolayan,22,England,58,67,West Ham United,200000.0,6000.0,Right,Striker
3233,233048,Tom Dele-Bashiru,19,Nigeria,57,74,Watford,220000.0,5000.0,Right,Midfielder
3245,169697,Darren Randolph,33,Republic of Ireland,75,75,West Ham United,3600000.0,26000.0,Right,Goalkeeper
3251,164468,Gary Cahill,34,England,77,77,Crystal Palace,3300000.0,48000.0,Right,Defender
3260,219411,José Izquierdo,27,Colombia,74,74,Brighton & Hove Albion,6000000.0,45000.0,Right,Midfielder
3283,213414,William Troost-Ekong,26,Nigeria,73,76,Watford,4400000.0,14000.0,Right,Defender
3290,254243,Elliot Anderson,17,Scotland,56,78,Newcastle United,200000.0,750.0,Right,Midfielder
3296,225410,Adam Masina,26,Italy,74,76,Watford,6000000.0,15000.0,Left,Defender
3300,247741,Anthony Glennon,20,England,61,72,Burnley,400000.0,5000.0,Left,Defender
3301,186905,Ashley Barnes,30,England,77,77,Burnley,8500000.0,56000.0,Right,Striker
3303,172723,Asmir Begović,33,Bosnia Herzegovina,75,75,Bournemouth,3600000.0,11000.0,Right,Goalkeeper
3308,183129,Ciaran Clark,30,Republic of Ireland,76,76,Newcastle United,6000000.0,34000.0,Left,Defender
3311,227806,Daniel Barlaser,23,England,66,74,Newcastle United,925000.0,9000.0,Right,Midfielder
3322,215334,Guido Carrillo,29,Argentina,73,73,Southampton,4000000.0,44000.0,Right,Striker
3325,245901,J'Neil Bennett,18,England,61,82,Tottenham Hotspur,575000.0,4000.0,Right,Midfielder
3326,230882,Jack Simpson,23,England,66,75,Bournemouth,900000.0,3000.0,Left,Defender
